date,DXY,GOLD,OIL,SP500,VIX
2025-10-06,98.11000061035156,3948.5,61.689998626708984,6740.27978515625,16.3700008392334
2025-10-07,98.58000183105469,3976.60009765625,61.72999954223633,6714.58984375,17.239999771118164
2025-10-08,98.8499984741211,4043.300048828125,62.54999923706055,6753.72021484375,16.299999237060547
2025-10-09,99.54000091552734,3946.300048828125,61.5099983215332,6735.10986328125,16.43000030517578
2025-10-10,98.9800033569336,3975.89990234375,58.900001525878906,6552.509765625,21.65999984741211
2025-10-13,99.2699966430664,4108.60009765625,59.4900016784668,6654.72021484375,19.030000686645508
2025-10-14,99.05000305175781,4138.7001953125,58.70000076293945,6644.31005859375,20.809999465942383
2025-10-15,98.79000091552734,4176.89990234375,58.27000045776367,6671.06005859375,20.639999389648438
2025-10-16,98.38999938964844,4280.2001953125,57.459999084472656,6629.06982421875,25.309999465942383
2025-10-17,98.43000030517578,4189.89990234375,57.540000915527344,6664.009765625,20.780000686645508
2025-10-20,98.58999633789062,4336.39990234375,57.52000045776367,6735.1298828125,18.229999542236328
2025-10-21,98.93000030517578,4087.699951171875,57.81999969482422,6735.35009765625,17.8700008392334
2025-10-22,98.9000015258789,4044.39990234375,58.5,6699.39990234375,18.600000381469727
2025-10-23,98.94000244140625,4125.5,61.790000915527344,6738.43994140625,17.299999237060547
2025-10-24,98.94999694824219,4118.39990234375,61.5,6791.68994140625,16.3700008392334
2025-10-27,98.77999877929688,4001.89990234375,61.310001373291016,6875.16015625,15.789999961853027
2025-10-28,98.69000244140625,3966.199951171875,60.150001525878906,6890.89013671875,16.420000076293945
2025-10-29,99.22000122070312,3983.699951171875,60.47999954223633,6890.58984375,16.920000076293945
2025-10-30,99.52999877929688,4001.300048828125,60.56999969482422,6822.33984375,16.90999984741211
2025-10-31,99.80000305175781,3982.199951171875,60.97999954223633,6840.2001953125,17.440000534057617
2025-11-03,99.87000274658203,4000.300048828125,61.04999923706055,6851.97021484375,17.170000076293945
2025-11-04,100.22000122070312,3947.699951171875,60.560001373291016,6771.5498046875,19.0
2025-11-05,100.19999694824219,3980.300048828125,59.599998474121094,6796.2900390625,18.010000228881836
2025-11-06,99.7300033569336,3979.89990234375,59.43000030517578,6720.31982421875,19.5
2025-11-07,99.5999984741211,3999.39990234375,59.75,6728.7998046875,19.079999923706055
2025-11-10,99.62000274658203,4111.7998046875,60.130001068115234,6832.43017578125,17.600000381469727
2025-11-11,99.45999908447266,4106.7998046875,61.040000915527344,6846.60986328125,17.280000686645508
2025-11-12,99.4800033569336,4204.39990234375,58.4900016784668,6850.919921875,17.510000228881836
2025-11-13,99.18000030517578,4186.89990234375,58.689998626708984,6737.490234375,20.0
2025-11-14,99.2699966430664,4087.60009765625,60.09000015258789,6734.10986328125,19.829999923706055
2025-11-17,99.58999633789062,4068.300048828125,59.90999984741211,6672.41015625,22.3799991607666
2025-11-18,99.55000305175781,4061.300048828125,60.7400016784668,6617.31982421875,24.690000534057617
2025-11-19,100.2300033569336,4077.699951171875,59.439998626708984,6642.16015625,23.65999984741211
2025-11-20,100.16000366210938,4056.5,59.13999938964844,6538.759765625,26.420000076293945
2025-11-21,100.18000030517578,4076.699951171875,58.060001373291016,6602.990234375,23.43000030517578
2025-11-24,100.13999938964844,4091.89990234375,58.84000015258789,6705.1201171875,20.520000457763672
2025-11-25,99.66000366210938,4139.2001953125,57.95000076293945,6765.8798828125,18.559999465942383
2025-11-26,99.5999984741211,4165.2001953125,58.650001525878906,6812.60986328125,17.190000534057617
2025-11-28,99.45999908447266,4218.2998046875,58.54999923706055,6849.08984375,16.350000381469727
2025-12-01,99.41000366210938,4239.2998046875,59.31999969482422,6812.6298828125,17.239999771118164
2025-12-02,99.36000061035156,4186.60009765625,58.63999938964844,6829.3701171875,16.59000015258789
2025-12-03,98.8499984741211,4199.2998046875,58.95000076293945,6849.72021484375,16.079999923706055
2025-12-04,98.98999786376953,4211.7998046875,59.66999816894531,6857.1201171875,15.779999732971191
2025-12-05,98.98999786376953,4212.89990234375,60.08000183105469,6870.39990234375,15.40999984741211
2025-12-08,99.08999633789062,4187.2001953125,58.880001068115234,6846.509765625,16.65999984741211
2025-12-09,99.22000122070312,4206.7001953125,58.25,6840.509765625,16.93000030517578
2025-12-10,98.79000091552734,4196.39990234375,58.459999084472656,6886.68017578125,15.770000457763672
2025-12-11,98.3499984741211,4285.5,57.599998474121094,6901.0,14.850000381469727
2025-12-12,98.4000015258789,4300.10009765625,57.439998626708984,6827.41015625,15.739999771118164
2025-12-15,98.1500015258789,4306.7001953125,56.81999969482422,6816.509765625,16.5
2025-12-16,98.1500015258789,4304.5,55.27000045776367,6800.259765625,16.479999542236328
2025-12-17,98.37000274658203,4347.5,55.939998626708984,6721.43017578125,17.6200008392334
2025-12-18,98.43000030517578,4339.5,56.150001525878906,6774.759765625,16.8700008392334
2025-12-19,98.5999984741211,4361.39990234375,56.65999984741211,6834.5,14.90999984741211
2025-12-22,98.29000091552734,4444.60009765625,58.0099983215332,6878.490234375,14.079999923706055
2025-12-23,97.94000244140625,4482.7998046875,58.380001068115234,6909.7900390625,14.0
2025-12-24,97.9800033569336,4480.60009765625,58.349998474121094,6932.0498046875,13.470000267028809
2025-12-26,98.0199966430664,4529.10009765625,56.7400016784668,6929.93994140625,13.600000381469727
2025-12-29,98.04000091552734,4325.10009765625,58.08000183105469,6905.740234375,14.199999809265137
2025-12-30,98.23999786376953,4370.10009765625,57.95000076293945,6896.240234375,14.329999923706055
2025-12-31,98.27999877929688,4325.60009765625,57.41999816894531,6845.5,14.949999809265137
2026-01-02,98.41999816894531,4314.39990234375,57.31999969482422,6858.47021484375,14.510000228881836
2026-01-05,98.2699966430664,4436.89990234375,58.31999969482422,6902.0498046875,14.899999618530273
2026-01-06,98.58000183105469,4482.2001953125,57.130001068115234,6944.81982421875,14.75
2026-01-07,98.68000030517578,4449.2998046875,55.9900016784668,6920.93017578125,15.380000114440918
2026-01-08,98.93000030517578,4449.7001953125,57.7599983215332,6921.4599609375,15.449999809265137
2026-01-09,99.12999725341797,4490.2998046875,59.119998931884766,6966.27978515625,14.489999771118164
2026-01-12,98.86000061035156,4604.2998046875,59.5,6977.27001953125,15.119999885559082
2026-01-13,99.12999725341797,4589.2001953125,61.150001525878906,6963.740234375,15.979999542236328
2026-01-14,99.12999725341797,4626.2998046875,62.02000045776367,6926.60009765625,16.75
2026-01-15,99.31999969482422,4616.2998046875,59.189998626708984,6944.47021484375,15.84000015258789
2026-01-16,99.38999938964844,4588.39990234375,59.439998626708984,6940.009765625,15.859999656677246
2026-01-20,98.63999938964844,4759.60009765625,60.34000015258789,6796.85986328125,20.09000015258789
2026-01-21,98.76000213623047,4831.7998046875,60.619998931884766,6875.6201171875,16.899999618530273
2026-01-22,98.36000061035156,4908.7998046875,59.36000061035156,6913.35009765625,15.640000343322754
2026-01-23,97.5999984741211,4976.2001953125,61.06999969482422,6915.60986328125,16.09000015258789
2026-01-26,97.04000091552734,5079.7001953125,60.630001068115234,6950.22998046875,16.149999618530273
2026-01-27,96.22000122070312,5079.89990234375,62.38999938964844,6978.60009765625,16.350000381469727
2026-01-28,96.44999694824219,5301.60009765625,63.209999084472656,6978.02978515625,16.350000381469727
2026-01-29,96.27999877929688,5318.39990234375,65.41999816894531,6969.009765625,16.8799991607666
2026-01-30,96.98999786376953,4713.89990234375,65.20999908447266,6939.02978515625,17.440000534057617
2026-02-02,97.61000061035156,4622.5,62.13999938964844,6976.43994140625,16.34000015258789
2026-02-03,97.44000244140625,4903.7001953125,63.209999084472656,6917.81005859375,18.0
2026-02-04,97.62000274658203,4920.39990234375,65.13999938964844,6882.72021484375,18.639999389648438
2026-02-05,97.81999969482422,4861.39990234375,63.290000915527344,6798.39990234375,21.770000457763672
2026-02-06,97.62999725341797,4951.2001953125,63.54999923706055,6932.2998046875,20.3700008392334
2026-02-09,96.81999969482422,5050.89990234375,64.36000061035156,6964.81982421875,17.360000610351562
2026-02-10,96.80000305175781,5003.7998046875,63.959999084472656,6941.81005859375,17.790000915527344
2026-02-11,96.83000183105469,5071.60009765625,64.62999725341797,6941.47021484375,17.649999618530273
2026-02-12,96.93000030517578,4923.7001953125,62.84000015258789,6832.759765625,20.81999969482422
2026-02-13,96.87999725341797,5022.0,62.88999938964844,6836.169921875,20.600000381469727
2026-02-17,97.16000366210938,4882.89990234375,62.33000183105469,6843.22021484375,20.290000915527344
2026-02-18,97.69999694824219,4986.5,65.19000244140625,6881.31005859375,19.6200008392334
2026-02-19,97.93000030517578,4975.89990234375,66.43000030517578,6861.89013671875,20.229999542236328
2026-02-20,97.80000305175781,5059.2998046875,66.38999938964844,6909.509765625,19.09000015258789
2026-02-23,97.69999694824219,5204.7001953125,66.30999755859375,6837.75,21.010000228881836
2026-02-24,97.87999725341797,5155.7998046875,65.62999725341797,6890.06982421875,19.549999237060547
2026-02-25,97.69999694824219,5206.39990234375,65.41999816894531,6946.1298828125,17.93000030517578
2026-02-26,97.79000091552734,5176.5,65.20999908447266,6908.85986328125,18.6299991607666
2026-02-27,97.61000061035156,5230.5,67.0199966430664,6878.8798828125,19.860000610351562
2026-03-02,98.37999725341797,5294.39990234375,71.2300033569336,6881.6201171875,21.440000534057617
2026-03-03,99.05000305175781,5107.39990234375,74.55999755859375,6816.6298828125,23.56999969482422
2026-03-04,98.7699966430664,5120.2001953125,74.66000366210938,6869.5,21.149999618530273
2026-03-05,99.31999969482422,5065.2998046875,81.01000213623047,6830.7099609375,23.75
2026-03-06,98.98999786376953,5146.10009765625,90.9000015258789,6740.02001953125,29.489999771118164
2026-03-09,99.18000030517578,5091.5,94.7699966430664,6795.990234375,25.5
2026-03-10,98.83000183105469,5229.7001953125,83.44999694824219,6781.47998046875,24.93000030517578
2026-03-11,99.2300033569336,5167.39990234375,87.25,6775.7998046875,24.229999542236328
2026-03-12,99.73999786376953,5115.7998046875,95.7300033569336,6672.6201171875,27.290000915527344
2026-03-13,100.36000061035156,5052.5,98.70999908447266,6632.18994140625,27.190000534057617
2026-03-16,99.70999908447266,4994.0,93.5,6699.3798828125,23.510000228881836
2026-03-17,99.58000183105469,5001.0,96.20999908447266,6716.08984375,22.3700008392334
2026-03-18,100.08999633789062,4889.89990234375,96.31999969482422,6624.7001953125,25.09000015258789
2026-03-19,99.2300033569336,4600.7001953125,96.13999938964844,6606.490234375,24.059999465942383
2026-03-20,99.6500015258789,4570.39990234375,98.31999969482422,6506.47998046875,26.780000686645508
2026-03-23,98.94999694824219,4404.10009765625,88.12999725341797,6581.0,26.149999618530273
2026-03-24,99.43000030517578,4399.2998046875,92.3499984741211,6556.3701171875,26.950000762939453
2026-03-25,99.5999984741211,4549.7998046875,90.31999969482422,6591.89990234375,25.329999923706055
2026-03-26,99.9000015258789,4375.5,94.4800033569336,6477.16015625,27.440000534057617
2026-03-27,100.1500015258789,4492.0,99.63999938964844,6368.85009765625,31.049999237060547
2026-03-30,100.51000213623047,4526.0,102.87999725341797,6343.72021484375,30.610000610351562
2026-03-31,99.95999908447266,4647.60009765625,101.37999725341797,6528.52001953125,25.25
2026-04-01,99.6500015258789,4783.2001953125,100.12000274658203,6575.31982421875,24.540000915527344
2026-04-02,100.02999877929688,4651.5,111.54000091552734,6582.68994140625,23.8700008392334
2026-04-03,100.18599700927734,,,,
2026-04-06,99.9800033569336,4656.7998046875,112.41000366210938,6611.830078125,24.170000076293945
2026-04-07,99.63999938964844,4657.10009765625,112.94999694824219,6616.85009765625,25.780000686645508
2026-04-08,99.12999725341797,4749.5,94.41000366210938,6782.81005859375,21.040000915527344
2026-04-09,98.81999969482422,4792.2001953125,97.87000274658203,6824.66015625,19.489999771118164
2026-04-10,98.6500015258789,4761.89990234375,96.56999969482422,6816.89013671875,19.229999542236328
2026-04-13,98.37000274658203,4742.39990234375,99.08000183105469,6886.240234375,19.1200008392334
2026-04-14,98.12000274658203,4825.0,91.27999877929688,6967.3798828125,18.360000610351562
2026-04-15,98.05999755859375,4800.0,91.29000091552734,7022.9501953125,18.170000076293945
